# z  H_LCDM[1/Mpc]  H_GREA[1/Mpc]  H_ratio-1  w_GREA
1.818785547e+11 7.136162610e+16 7.136162610e+16 0.000000000e+00 -6.666666651e-01
1.820251943e+11 7.147674308e+16 7.147674308e+16 0.000000000e+00 -6.666666651e-01
1.821719521e+11 7.159204576e+16 7.159204576e+16 0.000000000e+00 -6.666666651e-01
1.823188282e+11 7.170753444e+16 7.170753444e+16 0.000000000e+00 -6.666666651e-01
1.824658227e+11 7.182320941e+16 7.182320941e+16 0.000000000e+00 -6.666666651e-01
1.826129357e+11 7.193907099e+16 7.193907099e+16 0.000000000e+00 -6.666666651e-01
1.827601673e+11 7.205511948e+16 7.205511948e+16 0.000000000e+00 -6.666666651e-01
1.829075177e+11 7.217135516e+16 7.217135516e+16 0.000000000e+00 -6.666666651e-01
1.830549868e+11 7.228777835e+16 7.228777835e+16 0.000000000e+00 -6.666666651e-01
1.832025749e+11 7.240438935e+16 7.240438935e+16 0.000000000e+00 -6.666666651e-01
1.833502819e+11 7.252118846e+16 7.252118846e+16 0.000000000e+00 -6.666666651e-01
1.834981080e+11 7.263817599e+16 7.263817599e+16 0.000000000e+00 -6.666666651e-01
1.836460533e+11 7.275535223e+16 7.275535223e+16 0.000000000e+00 -6.666666651e-01
1.837941179e+11 7.287271750e+16 7.287271750e+16 0.000000000e+00 -6.666666651e-01
1.839423019e+11 7.299027209e+16 7.299027209e+16 0.000000000e+00 -6.666666651e-01
1.840906053e+11 7.310801632e+16 7.310801632e+16 0.000000000e+00 -6.666666651e-01
1.842390283e+11 7.322595048e+16 7.322595048e+16 0.000000000e+00 -6.666666651e-01
1.843875710e+11 7.334407490e+16 7.334407490e+16 0.000000000e+00 -6.666666651e-01
1.845362335e+11 7.346238986e+16 7.346238986e+16 0.000000000e+00 -6.666666651e-01
1.846850158e+11 7.358089568e+16 7.358089568e+16 0.000000000e+00 -6.666666651e-01
1.848339180e+11 7.369959267e+16 7.369959267e+16 0.000000000e+00 -6.666666651e-01
1.849829403e+11 7.381848114e+16 7.381848114e+16 0.000000000e+00 -6.666666651e-01
1.851320828e+11 7.393756139e+16 7.393756139e+16 0.000000000e+00 -6.666666651e-01
1.852813455e+11 7.405683374e+16 7.405683374e+16 0.000000000e+00 -6.666666651e-01
1.854307285e+11 7.417629849e+16 7.417629849e+16 0.000000000e+00 -6.666666651e-01
1.855802320e+11 7.429595596e+16 7.429595596e+16 0.000000000e+00 -6.666666651e-01
1.857298560e+11 7.441580645e+16 7.441580645e+16 0.000000000e+00 -6.666666651e-01
1.858796007e+11 7.453585027e+16 7.453585027e+16 0.000000000e+00 -6.666666651e-01
1.860294661e+11 7.465608775e+16 7.465608775e+16 0.000000000e+00 -6.666666651e-01
1.861794523e+11 7.477651919e+16 7.477651919e+16 0.000000000e+00 -6.666666651e-01
1.863295594e+11 7.489714490e+16 7.489714490e+16 0.000000000e+00 -6.666666651e-01
1.864797876e+11 7.501796519e+16 7.501796519e+16 0.000000000e+00 -6.666666651e-01
1.866301369e+11 7.513898039e+16 7.513898039e+16 0.000000000e+00 -6.666666651e-01
1.867806074e+11 7.526019081e+16 7.526019081e+16 0.000000000e+00 -6.666666651e-01
1.869311992e+11 7.538159675e+16 7.538159675e+16 0.000000000e+00 -6.666666651e-01
1.870819124e+11 7.550319854e+16 7.550319854e+16 0.000000000e+00 -6.666666652e-01
1.872327472e+11 7.562499650e+16 7.562499650e+16 0.000000000e+00 -6.666666652e-01
1.873837035e+11 7.574699093e+16 7.574699093e+16 0.000000000e+00 -6.666666652e-01
1.875347816e+11 7.586918216e+16 7.586918216e+16 0.000000000e+00 -6.666666652e-01
1.876859815e+11 7.599157050e+16 7.599157050e+16 0.000000000e+00 -6.666666652e-01
1.878373033e+11 7.611415627e+16 7.611415627e+16 0.000000000e+00 -6.666666652e-01
1.879887470e+11 7.623693979e+16 7.623693979e+16 0.000000000e+00 -6.666666652e-01
1.881403129e+11 7.635992137e+16 7.635992137e+16 0.000000000e+00 -6.666666652e-01
1.882920010e+11 7.648310135e+16 7.648310135e+16 0.000000000e+00 -6.666666652e-01
1.884438114e+11 7.660648003e+16 7.660648003e+16 0.000000000e+00 -6.666666652e-01
1.885957442e+11 7.673005774e+16 7.673005774e+16 0.000000000e+00 -6.666666652e-01
1.887477995e+11 7.685383480e+16 7.685383480e+16 0.000000000e+00 -6.666666652e-01
1.888999773e+11 7.697781153e+16 7.697781153e+16 0.000000000e+00 -6.666666652e-01
1.890522779e+11 7.710198826e+16 7.710198826e+16 0.000000000e+00 -6.666666652e-01
1.892047012e+11 7.722636530e+16 7.722636530e+16 0.000000000e+00 -6.666666652e-01
1.893572475e+11 7.735094298e+16 7.735094298e+16 0.000000000e+00 -6.666666652e-01
1.895099167e+11 7.747572162e+16 7.747572162e+16 0.000000000e+00 -6.666666652e-01
1.896627091e+11 7.760070155e+16 7.760070155e+16 0.000000000e+00 -6.666666652e-01
1.898156246e+11 7.772588309e+16 7.772588309e+16 0.000000000e+00 -6.666666652e-01
1.899686634e+11 7.785126656e+16 7.785126656e+16 0.000000000e+00 -6.666666652e-01
1.901218256e+11 7.797685230e+16 7.797685230e+16 0.000000000e+00 -6.666666652e-01
1.902751113e+11 7.810264063e+16 7.810264063e+16 0.000000000e+00 -6.666666652e-01
1.904285205e+11 7.822863187e+16 7.822863187e+16 0.000000000e+00 -6.666666652e-01
1.905820535e+11 7.835482635e+16 7.835482635e+16 0.000000000e+00 -6.666666652e-01
1.907357102e+11 7.848122441e+16 7.848122441e+16 0.000000000e+00 -6.666666652e-01
1.908894908e+11 7.860782636e+16 7.860782636e+16 0.000000000e+00 -6.666666652e-01
1.910433954e+11 7.873463255e+16 7.873463255e+16 0.000000000e+00 -6.666666652e-01
1.911974241e+11 7.886164329e+16 7.886164329e+16 0.000000000e+00 -6.666666652e-01
1.913515770e+11 7.898885891e+16 7.898885891e+16 0.000000000e+00 -6.666666652e-01
1.915058542e+11 7.911627976e+16 7.911627976e+16 0.000000000e+00 -6.666666652e-01
1.916602557e+11 7.924390615e+16 7.924390615e+16 0.000000000e+00 -6.666666652e-01
1.918147818e+11 7.937173843e+16 7.937173843e+16 0.000000000e+00 -6.666666652e-01
1.919694324e+11 7.949977691e+16 7.949977691e+16 0.000000000e+00 -6.666666652e-01
1.921242077e+11 7.962802194e+16 7.962802194e+16 0.000000000e+00 -6.666666652e-01
1.922791078e+11 7.975647385e+16 7.975647385e+16 0.000000000e+00 -6.666666652e-01
1.924341328e+11 7.988513298e+16 7.988513298e+16 0.000000000e+00 -6.666666652e-01
1.925892828e+11 8.001399965e+16 8.001399965e+16 0.000000000e+00 -6.666666652e-01
1.927445578e+11 8.014307420e+16 8.014307420e+16 0.000000000e+00 -6.666666652e-01
1.928999581e+11 8.027235696e+16 8.027235696e+16 0.000000000e+00 -6.666666652e-01
1.930554836e+11 8.040184828e+16 8.040184828e+16 0.000000000e+00 -6.666666652e-01
1.932111346e+11 8.053154849e+16 8.053154849e+16 0.000000000e+00 -6.666666652e-01
1.933669110e+11 8.066145792e+16 8.066145792e+16 0.000000000e+00 -6.666666652e-01
1.935228130e+11 8.079157692e+16 8.079157692e+16 0.000000000e+00 -6.666666652e-01
1.936788408e+11 8.092190582e+16 8.092190582e+16 0.000000000e+00 -6.666666652e-01
1.938349943e+11 8.105244496e+16 8.105244496e+16 0.000000000e+00 -6.666666652e-01
1.939912737e+11 8.118319468e+16 8.118319468e+16 0.000000000e+00 -6.666666652e-01
1.941476791e+11 8.131415531e+16 8.131415531e+16 0.000000000e+00 -6.666666652e-01
1.943042107e+11 8.144532721e+16 8.144532721e+16 0.000000000e+00 -6.666666652e-01
1.944608684e+11 8.157671070e+16 8.157671070e+16 0.000000000e+00 -6.666666652e-01
1.946176524e+11 8.170830614e+16 8.170830614e+16 0.000000000e+00 -6.666666652e-01
1.947745629e+11 8.184011386e+16 8.184011386e+16 0.000000000e+00 -6.666666652e-01
1.949315998e+11 8.197213421e+16 8.197213421e+16 0.000000000e+00 -6.666666652e-01
1.950887634e+11 8.210436752e+16 8.210436752e+16 0.000000000e+00 -6.666666652e-01
1.952460536e+11 8.223681415e+16 8.223681415e+16 0.000000000e+00 -6.666666652e-01
1.954034707e+11 8.236947443e+16 8.236947443e+16 0.000000000e+00 -6.666666652e-01
1.955610147e+11 8.250234871e+16 8.250234871e+16 0.000000000e+00 -6.666666652e-01
1.957186857e+11 8.263543734e+16 8.263543734e+16 0.000000000e+00 -6.666666652e-01
1.958764839e+11 8.276874066e+16 8.276874066e+16 0.000000000e+00 -6.666666652e-01
1.960344093e+11 8.290225902e+16 8.290225902e+16 0.000000000e+00 -6.666666652e-01
1.961924620e+11 8.303599277e+16 8.303599277e+16 0.000000000e+00 -6.666666652e-01
1.963506421e+11 8.316994224e+16 8.316994224e+16 0.000000000e+00 -6.666666652e-01
1.965089498e+11 8.330410780e+16 8.330410780e+16 0.000000000e+00 -6.666666652e-01
1.966673850e+11 8.343848979e+16 8.343848979e+16 0.000000000e+00 -6.666666652e-01
1.968259481e+11 8.357308855e+16 8.357308855e+16 0.000000000e+00 -6.666666652e-01
1.969846390e+11 8.370790445e+16 8.370790445e+16 0.000000000e+00 -6.666666652e-01
1.971434578e+11 8.384293782e+16 8.384293782e+16 0.000000000e+00 -6.666666652e-01
1.973024046e+11 8.397818902e+16 8.397818902e+16 0.000000000e+00 -6.666666652e-01
1.974614797e+11 8.411365840e+16 8.411365840e+16 0.000000000e+00 -6.666666652e-01
1.976206829e+11 8.424934631e+16 8.424934631e+16 0.000000000e+00 -6.666666652e-01
1.977800146e+11 8.438525311e+16 8.438525311e+16 0.000000000e+00 -6.666666652e-01
1.979394747e+11 8.452137914e+16 8.452137914e+16 0.000000000e+00 -6.666666652e-01
1.980990633e+11 8.465772477e+16 8.465772477e+16 0.000000000e+00 -6.666666652e-01
1.982587806e+11 8.479429034e+16 8.479429034e+16 0.000000000e+00 -6.666666652e-01
1.984186267e+11 8.493107622e+16 8.493107622e+16 0.000000000e+00 -6.666666652e-01
1.985786017e+11 8.506808275e+16 8.506808275e+16 0.000000000e+00 -6.666666652e-01
1.987387057e+11 8.520531029e+16 8.520531029e+16 0.000000000e+00 -6.666666652e-01
1.988989387e+11 8.534275920e+16 8.534275920e+16 0.000000000e+00 -6.666666652e-01
1.990593009e+11 8.548042984e+16 8.548042984e+16 0.000000000e+00 -6.666666652e-01
1.992197925e+11 8.561832256e+16 8.561832256e+16 0.000000000e+00 -6.666666652e-01
1.993804134e+11 8.575643772e+16 8.575643772e+16 0.000000000e+00 -6.666666652e-01
1.995411638e+11 8.589477568e+16 8.589477568e+16 0.000000000e+00 -6.666666652e-01
1.997020438e+11 8.603333680e+16 8.603333680e+16 0.000000000e+00 -6.666666652e-01
1.998630535e+11 8.617212144e+16 8.617212144e+16 0.000000000e+00 -6.666666652e-01
2.000241931e+11 8.631112997e+16 8.631112997e+16 0.000000000e+00 -6.666666652e-01
2.001854625e+11 8.645036273e+16 8.645036273e+16 0.000000000e+00 -6.666666652e-01
2.003468620e+11 8.658982010e+16 8.658982010e+16 0.000000000e+00 -6.666666653e-01
2.005083916e+11 8.672950243e+16 8.672950243e+16 0.000000000e+00 -6.666666653e-01
2.006700515e+11 8.686941009e+16 8.686941009e+16 0.000000000e+00 -6.666666653e-01
2.008318417e+11 8.700954344e+16 8.700954344e+16 0.000000000e+00 -6.666666653e-01
2.009937623e+11 8.714990285e+16 8.714990285e+16 0.000000000e+00 -6.666666653e-01
2.011558135e+11 8.729048868e+16 8.729048868e+16 0.000000000e+00 -6.666666653e-01
2.013179953e+11 8.743130129e+16 8.743130129e+16 0.000000000e+00 -6.666666653e-01
2.014803079e+11 8.757234106e+16 8.757234106e+16 0.000000000e+00 -6.666666653e-01
2.016427513e+11 8.771360835e+16 8.771360835e+16 0.000000000e+00 -6.666666653e-01
2.018053257e+11 8.785510352e+16 8.785510352e+16 0.000000000e+00 -6.666666653e-01
2.019680312e+11 8.799682694e+16 8.799682694e+16 0.000000000e+00 -6.666666653e-01
2.021308679e+11 8.813877899e+16 8.813877899e+16 0.000000000e+00 -6.666666653e-01
2.022938359e+11 8.828096002e+16 8.828096002e+16 0.000000000e+00 -6.666666653e-01
2.024569353e+11 8.842337041e+16 8.842337041e+16 0.000000000e+00 -6.666666653e-01
2.026201661e+11 8.856601054e+16 8.856601054e+16 0.000000000e+00 -6.666666653e-01
2.027835286e+11 8.870888076e+16 8.870888076e+16 0.000000000e+00 -6.666666653e-01
2.029470228e+11 8.885198145e+16 8.885198145e+16 0.000000000e+00 -6.666666653e-01
2.031106487e+11 8.899531299e+16 8.899531299e+16 0.000000000e+00 -6.666666653e-01
2.032744067e+11 8.913887574e+16 8.913887574e+16 0.000000000e+00 -6.666666653e-01
2.034382966e+11 8.928267008e+16 8.928267008e+16 0.000000000e+00 -6.666666653e-01
2.036023187e+11 8.942669639e+16 8.942669639e+16 0.000000000e+00 -6.666666653e-01
2.037664730e+11 8.957095502e+16 8.957095502e+16 0.000000000e+00 -6.666666653e-01
2.039307597e+11 8.971544637e+16 8.971544637e+16 0.000000000e+00 -6.666666653e-01
2.040951788e+11 8.986017081e+16 8.986017081e+16 0.000000000e+00 -6.666666653e-01
2.042597305e+11 9.000512870e+16 9.000512870e+16 0.000000000e+00 -6.666666653e-01
2.044244149e+11 9.015032044e+16 9.015032044e+16 0.000000000e+00 -6.666666653e-01
2.045892320e+11 9.029574639e+16 9.029574639e+16 0.000000000e+00 -6.666666653e-01
2.047541820e+11 9.044140694e+16 9.044140694e+16 0.000000000e+00 -6.666666653e-01
2.049192650e+11 9.058730246e+16 9.058730246e+16 0.000000000e+00 -6.666666653e-01
2.050844811e+11 9.073343332e+16 9.073343332e+16 0.000000000e+00 -6.666666653e-01
2.052498305e+11 9.087979992e+16 9.087979992e+16 0.000000000e+00 -6.666666653e-01
2.054153131e+11 9.102640264e+16 9.102640264e+16 0.000000000e+00 -6.666666653e-01
2.055809291e+11 9.117324184e+16 9.117324184e+16 0.000000000e+00 -6.666666653e-01
2.057466787e+11 9.132031792e+16 9.132031792e+16 0.000000000e+00 -6.666666653e-01
2.059125619e+11 9.146763125e+16 9.146763125e+16 0.000000000e+00 -6.666666653e-01
2.060785789e+11 9.161518222e+16 9.161518222e+16 0.000000000e+00 -6.666666653e-01
2.062447297e+11 9.176297121e+16 9.176297121e+16 0.000000000e+00 -6.666666653e-01
2.064110145e+11 9.191099861e+16 9.191099861e+16 0.000000000e+00 -6.666666653e-01
2.065774333e+11 9.205926480e+16 9.205926480e+16 0.000000000e+00 -6.666666653e-01
2.067439863e+11 9.220777017e+16 9.220777017e+16 0.000000000e+00 -6.666666653e-01
2.069106736e+11 9.235651509e+16 9.235651509e+16 0.000000000e+00 -6.666666653e-01
2.070774953e+11 9.250549997e+16 9.250549997e+16 0.000000000e+00 -6.666666653e-01
2.072444515e+11 9.265472517e+16 9.265472517e+16 0.000000000e+00 -6.666666653e-01
2.074115423e+11 9.280419111e+16 9.280419111e+16 0.000000000e+00 -6.666666653e-01
2.075787678e+11 9.295389815e+16 9.295389815e+16 0.000000000e+00 -6.666666653e-01
2.077461281e+11 9.310384669e+16 9.310384669e+16 0.000000000e+00 -6.666666653e-01
2.079136234e+11 9.325403712e+16 9.325403712e+16 0.000000000e+00 -6.666666653e-01
2.080812537e+11 9.340446983e+16 9.340446983e+16 0.000000000e+00 -6.666666653e-01
2.082490192e+11 9.355514521e+16 9.355514521e+16 0.000000000e+00 -6.666666653e-01
2.084169199e+11 9.370606366e+16 9.370606366e+16 0.000000000e+00 -6.666666653e-01
2.085849560e+11 9.385722555e+16 9.385722555e+16 0.000000000e+00 -6.666666653e-01
2.087531275e+11 9.400863130e+16 9.400863130e+16 0.000000000e+00 -6.666666653e-01
2.089214347e+11 9.416028128e+16 9.416028128e+16 0.000000000e+00 -6.666666653e-01
2.090898776e+11 9.431217590e+16 9.431217590e+16 0.000000000e+00 -6.666666653e-01
2.092584562e+11 9.446431555e+16 9.446431555e+16 0.000000000e+00 -6.666666653e-01
2.094271708e+11 9.461670062e+16 9.461670062e+16 0.000000000e+00 -6.666666653e-01
2.095960214e+11 9.476933151e+16 9.476933151e+16 0.000000000e+00 -6.666666653e-01
2.097650082e+11 9.492220862e+16 9.492220862e+16 0.000000000e+00 -6.666666653e-01
2.099341312e+11 9.507533234e+16 9.507533234e+16 0.000000000e+00 -6.666666653e-01
2.101033905e+11 9.522870307e+16 9.522870307e+16 0.000000000e+00 -6.666666653e-01
2.102727863e+11 9.538232122e+16 9.538232122e+16 0.000000000e+00 -6.666666653e-01
2.104423187e+11 9.553618717e+16 9.553618717e+16 0.000000000e+00 -6.666666653e-01
2.106119878e+11 9.569030133e+16 9.569030133e+16 0.000000000e+00 -6.666666653e-01
2.107817937e+11 9.584466410e+16 9.584466410e+16 0.000000000e+00 -6.666666653e-01
2.109517364e+11 9.599927588e+16 9.599927588e+16 0.000000000e+00 -6.666666653e-01
2.111218162e+11 9.615413707e+16 9.615413707e+16 0.000000000e+00 -6.666666653e-01
2.112920331e+11 9.630924808e+16 9.630924808e+16 0.000000000e+00 -6.666666653e-01
2.114623873e+11 9.646460930e+16 9.646460930e+16 0.000000000e+00 -6.666666653e-01
2.116328788e+11 9.662022114e+16 9.662022114e+16 0.000000000e+00 -6.666666653e-01
2.118035077e+11 9.677608401e+16 9.677608401e+16 0.000000000e+00 -6.666666653e-01
2.119742743e+11 9.693219831e+16 9.693219831e+16 0.000000000e+00 -6.666666653e-01
2.121451785e+11 9.708856445e+16 9.708856445e+16 0.000000000e+00 -6.666666653e-01
2.123162205e+11 9.724518282e+16 9.724518282e+16 0.000000000e+00 -6.666666653e-01
2.124874004e+11 9.740205385e+16 9.740205385e+16 0.000000000e+00 -6.666666653e-01
2.126587183e+11 9.755917793e+16 9.755917793e+16 0.000000000e+00 -6.666666653e-01
2.128301744e+11 9.771655548e+16 9.771655548e+16 0.000000000e+00 -6.666666653e-01
2.130017686e+11 9.787418690e+16 9.787418690e+16 0.000000000e+00 -6.666666653e-01
2.131735013e+11 9.803207261e+16 9.803207261e+16 0.000000000e+00 -6.666666653e-01
2.133453724e+11 9.819021300e+16 9.819021300e+16 0.000000000e+00 -6.666666653e-01
2.135173820e+11 9.834860850e+16 9.834860850e+16 0.000000000e+00 -6.666666653e-01
2.136895304e+11 9.850725952e+16 9.850725952e+16 0.000000000e+00 -6.666666653e-01
2.138618175e+11 9.866616646e+16 9.866616646e+16 0.000000000e+00 -6.666666653e-01
2.140342435e+11 9.882532975e+16 9.882532975e+16 0.000000000e+00 -6.666666653e-01
2.142068086e+11 9.898474979e+16 9.898474979e+16 0.000000000e+00 -6.666666653e-01
2.143795128e+11 9.914442700e+16 9.914442700e+16 0.000000000e+00 -6.666666653e-01
2.145523562e+11 9.930436179e+16 9.930436179e+16 0.000000000e+00 -6.666666653e-01
2.147253390e+11 9.946455458e+16 9.946455458e+16 0.000000000e+00 -6.666666653e-01
2.148984613e+11 9.962500578e+16 9.962500578e+16 0.000000000e+00 -6.666666653e-01
2.150717231e+11 9.978571582e+16 9.978571582e+16 0.000000000e+00 -6.666666653e-01
2.152451246e+11 9.994668511e+16 9.994668511e+16 0.000000000e+00 -6.666666653e-01
2.154186660e+11 1.001079141e+17 1.001079141e+17 0.000000000e+00 -6.666666653e-01
2.155923472e+11 1.002694031e+17 1.002694031e+17 0.000000000e+00 -6.666666654e-01
2.157661685e+11 1.004311526e+17 1.004311526e+17 0.000000000e+00 -6.666666654e-01
2.159401299e+11 1.005931631e+17 1.005931631e+17 0.000000000e+00 -6.666666654e-01
2.161142316e+11 1.007554349e+17 1.007554349e+17 0.000000000e+00 -6.666666654e-01
2.162884737e+11 1.009179685e+17 1.009179685e+17 0.000000000e+00 -6.666666654e-01
2.164628562e+11 1.010807643e+17 1.010807643e+17 0.000000000e+00 -6.666666654e-01
2.166373793e+11 1.012438227e+17 1.012438227e+17 0.000000000e+00 -6.666666654e-01
2.168120432e+11 1.014071441e+17 1.014071441e+17 0.000000000e+00 -6.666666654e-01
2.169868478e+11 1.015707290e+17 1.015707290e+17 0.000000000e+00 -6.666666654e-01
2.171617934e+11 1.017345778e+17 1.017345778e+17 0.000000000e+00 -6.666666654e-01
2.173368801e+11 1.018986909e+17 1.018986909e+17 0.000000000e+00 -6.666666654e-01
2.175121079e+11 1.020630687e+17 1.020630687e+17 0.000000000e+00 -6.666666654e-01
2.176874770e+11 1.022277117e+17 1.022277117e+17 0.000000000e+00 -6.666666654e-01
2.178629874e+11 1.023926203e+17 1.023926203e+17 0.000000000e+00 -6.666666654e-01
2.180386394e+11 1.025577949e+17 1.025577949e+17 0.000000000e+00 -6.666666654e-01
2.182144330e+11 1.027232360e+17 1.027232360e+17 0.000000000e+00 -6.666666654e-01
2.183903684e+11 1.028889439e+17 1.028889439e+17 0.000000000e+00 -6.666666654e-01
2.185664455e+11 1.030549192e+17 1.030549192e+17 0.000000000e+00 -6.666666654e-01
2.187426647e+11 1.032211622e+17 1.032211622e+17 0.000000000e+00 -6.666666654e-01
2.189190259e+11 1.033876734e+17 1.033876734e+17 0.000000000e+00 -6.666666654e-01
2.190955293e+11 1.035544531e+17 1.035544531e+17 0.000000000e+00 -6.666666654e-01
2.192721751e+11 1.037215020e+17 1.037215020e+17 0.000000000e+00 -6.666666654e-01
2.194489632e+11 1.038888203e+17 1.038888203e+17 0.000000000e+00 -6.666666654e-01
2.196258939e+11 1.040564085e+17 1.040564085e+17 0.000000000e+00 -6.666666654e-01
2.198029672e+11 1.042242670e+17 1.042242670e+17 0.000000000e+00 -6.666666654e-01
2.199801833e+11 1.043923964e+17 1.043923964e+17 0.000000000e+00 -6.666666654e-01
2.201575423e+11 1.045607969e+17 1.045607969e+17 0.000000000e+00 -6.666666654e-01
2.203350442e+11 1.047294691e+17 1.047294691e+17 0.000000000e+00 -6.666666654e-01
2.205126893e+11 1.048984134e+17 1.048984134e+17 0.000000000e+00 -6.666666654e-01
2.206904776e+11 1.050676302e+17 1.050676302e+17 0.000000000e+00 -6.666666654e-01
2.208684093e+11 1.052371200e+17 1.052371200e+17 0.000000000e+00 -6.666666654e-01
2.210464844e+11 1.054068833e+17 1.054068833e+17 0.000000000e+00 -6.666666654e-01
2.212247031e+11 1.055769203e+17 1.055769203e+17 0.000000000e+00 -6.666666654e-01
2.214030654e+11 1.057472317e+17 1.057472317e+17 0.000000000e+00 -6.666666654e-01
2.215815716e+11 1.059178178e+17 1.059178178e+17 0.000000000e+00 -6.666666654e-01
2.217602217e+11 1.060886791e+17 1.060886791e+17 0.000000000e+00 -6.666666654e-01
2.219390158e+11 1.062598160e+17 1.062598160e+17 0.000000000e+00 -6.666666654e-01
2.221179541e+11 1.064312290e+17 1.064312290e+17 0.000000000e+00 -6.666666654e-01
2.222970367e+11 1.066029185e+17 1.066029185e+17 0.000000000e+00 -6.666666654e-01
2.224762636e+11 1.067748849e+17 1.067748849e+17 0.000000000e+00 -6.666666654e-01
2.226556350e+11 1.069471288e+17 1.069471288e+17 0.000000000e+00 -6.666666654e-01
2.228351511e+11 1.071196505e+17 1.071196505e+17 0.000000000e+00 -6.666666654e-01
2.230148119e+11 1.072924505e+17 1.072924505e+17 0.000000000e+00 -6.666666654e-01
2.231946175e+11 1.074655293e+17 1.074655293e+17 0.000000000e+00 -6.666666654e-01
2.233745681e+11 1.076388873e+17 1.076388873e+17 0.000000000e+00 -6.666666654e-01
2.235546638e+11 1.078125249e+17 1.078125249e+17 0.000000000e+00 -6.666666654e-01
2.237349047e+11 1.079864426e+17 1.079864426e+17 0.000000000e+00 -6.666666654e-01
2.239152909e+11 1.081606409e+17 1.081606409e+17 0.000000000e+00 -6.666666654e-01
2.240958226e+11 1.083351202e+17 1.083351202e+17 0.000000000e+00 -6.666666654e-01
2.242764998e+11 1.085098809e+17 1.085098809e+17 0.000000000e+00 -6.666666654e-01
2.244573227e+11 1.086849236e+17 1.086849236e+17 0.000000000e+00 -6.666666654e-01
2.246382913e+11 1.088602487e+17 1.088602487e+17 0.000000000e+00 -6.666666654e-01
2.248194059e+11 1.090358565e+17 1.090358565e+17 0.000000000e+00 -6.666666654e-01
2.250006665e+11 1.092117477e+17 1.092117477e+17 0.000000000e+00 -6.666666654e-01
2.251820732e+11 1.093879226e+17 1.093879226e+17 0.000000000e+00 -6.666666654e-01
2.253636262e+11 1.095643816e+17 1.095643816e+17 0.000000000e+00 -6.666666654e-01
2.255453256e+11 1.097411254e+17 1.097411254e+17 0.000000000e+00 -6.666666654e-01
2.257271715e+11 1.099181542e+17 1.099181542e+17 0.000000000e+00 -6.666666654e-01
2.259091640e+11 1.100954686e+17 1.100954686e+17 0.000000000e+00 -6.666666654e-01
2.260913032e+11 1.102730691e+17 1.102730691e+17 0.000000000e+00 -6.666666654e-01
2.262735892e+11 1.104509561e+17 1.104509561e+17 0.000000000e+00 -6.666666654e-01
2.264560223e+11 1.106291300e+17 1.106291300e+17 0.000000000e+00 -6.666666654e-01
2.266386024e+11 1.108075913e+17 1.108075913e+17 0.000000000e+00 -6.666666654e-01
2.268213297e+11 1.109863405e+17 1.109863405e+17 0.000000000e+00 -6.666666654e-01
2.270042044e+11 1.111653781e+17 1.111653781e+17 0.000000000e+00 -6.666666654e-01
2.271872264e+11 1.113447045e+17 1.113447045e+17 0.000000000e+00 -6.666666654e-01
2.273703961e+11 1.115243201e+17 1.115243201e+17 0.000000000e+00 -6.666666654e-01
2.275537134e+11 1.117042256e+17 1.117042256e+17 0.000000000e+00 -6.666666654e-01
2.277371786e+11 1.118844212e+17 1.118844212e+17 0.000000000e+00 -6.666666654e-01
2.279207916e+11 1.120649075e+17 1.120649075e+17 0.000000000e+00 -6.666666654e-01
2.281045527e+11 1.122456849e+17 1.122456849e+17 0.000000000e+00 -6.666666654e-01
2.282884619e+11 1.124267540e+17 1.124267540e+17 0.000000000e+00 -6.666666654e-01
2.284725195e+11 1.126081152e+17 1.126081152e+17 0.000000000e+00 -6.666666654e-01
2.286567254e+11 1.127897689e+17 1.127897689e+17 0.000000000e+00 -6.666666654e-01
2.288410798e+11 1.129717157e+17 1.129717157e+17 0.000000000e+00 -6.666666654e-01
2.290255829e+11 1.131539560e+17 1.131539560e+17 0.000000000e+00 -6.666666654e-01
2.292102347e+11 1.133364902e+17 1.133364902e+17 0.000000000e+00 -6.666666654e-01
2.293950354e+11 1.135193189e+17 1.135193189e+17 0.000000000e+00 -6.666666654e-01
2.295799851e+11 1.137024426e+17 1.137024426e+17 0.000000000e+00 -6.666666654e-01
2.297650839e+11 1.138858616e+17 1.138858616e+17 0.000000000e+00 -6.666666654e-01
2.299503320e+11 1.140695766e+17 1.140695766e+17 0.000000000e+00 -6.666666654e-01
2.301357294e+11 1.142535879e+17 1.142535879e+17 0.000000000e+00 -6.666666654e-01
2.303212762e+11 1.144378960e+17 1.144378960e+17 0.000000000e+00 -6.666666654e-01
2.305069727e+11 1.146225014e+17 1.146225014e+17 0.000000000e+00 -6.666666654e-01
2.306928189e+11 1.148074047e+17 1.148074047e+17 0.000000000e+00 -6.666666654e-01
2.308788149e+11 1.149926062e+17 1.149926062e+17 0.000000000e+00 -6.666666654e-01
2.310649609e+11 1.151781065e+17 1.151781065e+17 0.000000000e+00 -6.666666654e-01
2.312512570e+11 1.153639060e+17 1.153639060e+17 0.000000000e+00 -6.666666654e-01
2.314377033e+11 1.155500052e+17 1.155500052e+17 0.000000000e+00 -6.666666654e-01
2.316242999e+11 1.157364047e+17 1.157364047e+17 0.000000000e+00 -6.666666654e-01
2.318110469e+11 1.159231048e+17 1.159231048e+17 0.000000000e+00 -6.666666654e-01
2.319979445e+11 1.161101061e+17 1.161101061e+17 0.000000000e+00 -6.666666654e-01
